userid,Numero_pasados,Numero_presentes,Numero_futuros,Numero_Infinitivos,Numero_Gerundios,Verbos_indicativo,Verbos_subjuntivo,Numero_determinantes,Determinantes_masc,Determinantes_fem,Determinantes_sing,Determinantes_plu,Determinantes_articulos,Determinantes_numerales,Determinantes_exclamativos,Determinantes_indefinidos,Determinantes_demostrativos,Determinantes_posesivos,Numero_nombres_propios,Numero_nombres_comunes,Numero_nombres,Nombres_singular,Nombres_plural,Nombres_masculino,Nombres_femenino,Genero_no_detectado,Numero_no_detectado,Numero_preposiciones,Numero_pronombres,Pronombres_masc,Pronombres_fem,Pronombres_sing,Pronombres_plu,Pronombres_personales,Pronombres_relativos,Pronombres_indefinidos,Pronombres_demostrativos,Pronombres_interrogativos,Pronombres_numerales,Pronombres_posesivos,Numero_emojis,Numero_hagstags,Numero_webs,Longitud_media_palabras,Moda_palabras_tweet,Mediana_palabras_tweet,Numero_errores,Numero_tipos_de_error,Numero_tildes,Numero_signos_puntuacion,Numero_adjetivos,Adjetivos_masc,Adjetivos_fem,Adjetivos_sing,Adjetivos_plu,Adjetivos_comparativos,Adjetivos_numerales,Adjetivos_calificativos,Media_palabras_por_sintagma,Numero_sintagmas
352468789,0.0,1.5555555555555556,0.0,0.5555555555555556,0.0,1.5555555555555556,0.0,2.111111111111111,0.8888888888888888,0.7777777777777778,1.4444444444444444,0.5555555555555556,1.0,0.4444444444444444,0,0.1111111111111111,0.4444444444444444,0.2222222222222222,1.4444444444444444,2.5555555555555554,4.0,1.4444444444444444,0.6666666666666666,0.8888888888888888,1.2222222222222223,1.8888888888888888,1.8888888888888888,1.6666666666666667,1.2222222222222223,0.1111111111111111,0.0,1.1111111111111112,0,1.1111111111111112,0.0,0.1111111111111111,0.0,0.0,0.0,0,0.7777777777777778,0.0,0.2222222222222222,6.167724867724868,3.7777777777777777,5.5,0.5555555555555556,0.4444444444444444,1.5555555555555556,1.1111111111111112,0.7777777777777778,0.3333333333333333,0.2222222222222222,0.2222222222222222,0,0.0,0.1111111111111111,0.7777777777777778,5.139316239316241,6.666666666666667
372826254,0.25,1.25,0.0,1.75,0.25,1.5,0.0,2.0,0.75,1.0,1.25,0.5,0.75,0.25,0,1.0,0.0,0.0,3.5,4.0,7.5,2.5,1.5,1.75,2.0,3.75,3.5,4.5,1.75,0.25,0.0,0.75,0,1.0,0.25,0.0,0.0,0.5,0.0,0,0.75,0.0,0.75,6.512878787878789,3.25,4.875,2.0,1.75,1.75,4.25,1.25,0.5,0.5,0.75,0,0.0,0.0,1.25,5.909313725490197,10.75
376955291,0.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0.0,0.0,0.6666666666666666,1.6666666666666667,2.3333333333333335,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,1.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,4.937606837606837,4.0,4.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,2.6666666666666665,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.305555555555556,4.0
377582506,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7.0,1.0,8.466666666666667,3.0,5.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.333333333333333,3.0
379891863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,1.0,8.4,5.0,5.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.6666666666666665,3.0
380221163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.5,1.0,2.5,0.0,2.5,0.0,0,0.0,0.0,0.0,3.0,2.0,5.0,1.5,0.5,1.0,1.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,4.983660130718954,3.5,3.5,0.0,0.0,0.5,1.5,0.5,0.0,0.5,0.5,0,0.0,0.0,0.5,5.0476190476190474,5.0
415748218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,9.833333333333334,10.0,9.5,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.6666666666666667,3.0
462225391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.0,0.0,1.0,6.833333333333333,3.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,0.0,1.0,3.6666666666666665,3.0
464206612,0.5,3.0,0.0,1.0,0.0,3.0,0.5,1.0,0.5,0.5,1.5,0.0,0.5,0.0,0,0.5,0.0,0.0,1.5,2.5,4.0,2.0,0.5,1.5,1.0,1.5,1.5,3.5,4.0,1.0,0.0,3.0,0,3.0,0.0,0.5,0.5,0.0,0.0,0,0.0,0.0,0.0,3.9827586206896557,3.0,4.0,0.5,0.5,1.5,2.0,0.5,0.5,0.0,0.5,0,0.0,0.0,0.5,7.871794871794872,9.5
465898335,0.0,3.0,0.0,1.0,0.0,3.0,0.0,3.0,1.0,2.0,2.0,1.0,3.0,0.0,0,0.0,0.0,0.0,4.0,1.0,5.0,0.0,1.0,1.0,0.0,4.0,4.0,2.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,5.7407407407407405,5.0,4.0,2.0,1.0,2.0,15.0,1.0,0.0,0.0,1.0,0,1.0,0.0,0.0,3.3846153846153846,13.0
479267947,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.0,1.0,0.0,0,0.0,0.0,0.0,4.0,0.6666666666666666,4.666666666666667,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,4.0,4.0,1.6666666666666667,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.666666666666667,0.0,1.0,7.577777777777778,3.6666666666666665,6.166666666666667,1.6666666666666667,1.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0,0.3333333333333333,0.0,0.0,4.711111111111111,3.3333333333333335
512210134,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.5,0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,3.0,0.5,7.181818181818182,6.5,5.5,0.5,0.5,0.5,1.0,0.5,0.0,0.5,0.5,0,0.0,0.0,0.5,4.25,2.0
526335755,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,9.638095238095238,2.6666666666666665,10.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0.0,0.0,0.6666666666666666,3.5,2.0
636187669,0.4,1.0,0.0,0.2,0.0,1.4,0.0,0.4,0.4,0.0,0.6,0.0,0.2,0.0,0,0.2,0.0,0.0,1.0,1.2,2.2,0.6,0.0,0.2,0.4,1.6,1.6,0.6,1.4,0.4,0.0,0.8,0,0.8,0.0,0.2,0.4,0.0,0.0,0,1.0,0.0,0.0,5.016666666666667,5.0,4.9,1.4,1.0,0.2,0.6,0.4,0.2,0.2,0.2,0,0.0,0.0,0.4,3.95,3.8
791455460,0.2857142857142857,1.7142857142857142,0.0,0.0,0.2857142857142857,1.4285714285714286,0.5714285714285714,2.7142857142857144,1.2857142857142858,1.0,2.142857142857143,0.2857142857142857,1.8571428571428572,0.42857142857142855,0,0.2857142857142857,0.0,0.0,1.8571428571428572,4.0,5.857142857142857,3.5714285714285716,0.42857142857142855,2.2857142857142856,1.2857142857142858,2.2857142857142856,1.8571428571428572,2.857142857142857,0.8571428571428571,0.2857142857142857,0.0,0.2857142857142857,0,0.42857142857142855,0.42857142857142855,0.0,0.0,0.0,0.0,0,0.8571428571428571,0.14285714285714285,0.2857142857142857,5.209670429436597,3.142857142857143,3.857142857142857,1.2857142857142858,1.0,2.4285714285714284,1.7142857142857142,1.1428571428571428,0.5714285714285714,0.2857142857142857,0.5714285714285714,0,0.0,0.0,1.1428571428571428,6.246428571428572,8.285714285714286
941283157,0.6,1.0,0.0,0.6,0.0,1.4,0.4,2.2,0.8,1.0,1.4,0.4,1.2,0.4,0,0.6,0.0,0.0,3.6,1.6,5.2,1.0,0.4,0.8,0.6,3.8,3.8,2.4,0.6,0.0,0.0,0.4,0,0.6,0.0,0.0,0.0,0.0,0.0,0,0.0,0.8,0.8,6.799245852187029,3.8,4.9,1.2,0.6,1.6,3.2,0.8,0.2,0.6,0.8,0,0.0,0.0,0.8,4.960714285714286,6.6
1072402032,0.2,1.2,0.0,0.0,0.0,1.2,0.2,1.8,1.2,0.6,2.0,0.0,1.0,0.0,0,0.4,0.4,0.2,1.6,1.6,3.2,1.0,0.2,0.8,0.2,2.2,2.0,2.6,0.8,0.2,0.0,0.6,0,0.4,0.2,0.0,0.2,0.0,0.0,0,0.2,2.0,1.2,6.288558201058201,3.4,5.6,0.8,0.8,1.0,0.8,1.2,1.0,0.2,1.0,0,0.0,0.6,1.2,5.5534920634920635,6.0
1094797736,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,2.0,3.0,1.3333333333333333,0.0,1.0,0.3333333333333333,1.6666666666666667,1.6666666666666667,2.0,1.0,0.3333333333333333,0.0,0.6666666666666666,0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0,0.6666666666666666,0.0,1.0,7.0,4.333333333333333,5.0,0.0,0.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.0,0.0,0.6666666666666666,0,0.3333333333333333,0.0,0.3333333333333333,4.166666666666667,3.6666666666666665
1139547961,0.0,0.5,0.0,0.5,0.0,0.5,0.0,2.0,0.5,1.5,1.5,0.5,1.5,0.0,0,0.5,0.0,0.0,6.5,5.0,11.5,2.0,3.0,1.5,3.5,6.5,6.5,7.5,1.0,0.0,0.5,0.5,0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,0.0,1.5,6.233990147783251,2.0,5.0,1.0,1.0,3.5,3.5,3.0,0.5,1.5,2.0,0,0.0,0.0,3.0,8.227272727272728,13.0
2234988734,0.0,2.0,0.0,0.0,0.25,1.75,0.25,1.75,0.75,0.5,2.0,0.5,1.25,0.5,0,0.0,0.0,1.25,2.0,2.25,4.25,1.5,0.75,0.75,1.5,2.0,2.0,2.5,2.25,0.0,0.25,0.75,0,1.75,0.25,0.25,0.0,0.0,0.0,0,0.0,0.0,0.0,4.108274997839426,2.0,3.25,2.0,1.25,2.5,0.25,1.25,0.25,0.25,1.25,0,0.0,0.0,1.25,6.190476190476191,7.0
2264056631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,0,0.0,0.0,1.0,7.0,1.0,8.0,1.0,0.0,1.0,0.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,2.0,2.0,6.090909090909091,3.0,4.5,3.0,2.0,0.0,6.0,1.0,0.0,1.0,1.0,0,0.0,0.0,1.0,4.75,8.0
2725086567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0,0.0,0.0,1.0,4.0,3.0,7.0,3.0,0.0,2.0,1.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,1.0,9.3125,7.0,8.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0,0.0,0.0,1.0,4.6,5.0
2801748476,0.0,2.6666666666666665,0.0,1.3333333333333333,0.3333333333333333,2.0,0.6666666666666666,2.0,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,1.0,0.0,0.3333333333333333,2.6666666666666665,3.0,1.3333333333333333,1.0,1.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,2.6666666666666665,1.0,0.0,0.0,0.0,0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0,1.3333333333333333,0.0,0.3333333333333333,4.525396825396825,3.6666666666666665,4.333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.0,0.0,1.3333333333333333,0,0.0,0.0,1.6666666666666667,5.375,7.333333333333333
731458412794499072,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,1.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,0.0,0.3333333333333333,0.0,0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.7,3.6666666666666665,4.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0,0.0,0.0,0.3333333333333333,4.066666666666666,3.3333333333333335
785488050847645696,0.2,1.2,0.0,0.0,0.0,1.2,0.4,2.0,0.6,0.4,0.8,0.2,0.6,1.0,0,0.2,0.0,0.0,0.6,0.8,1.4,0.4,0.2,0.2,0.4,0.8,0.8,1.0,2.0,0.2,0.0,0.6,0,1.6,0.2,0.0,0.0,0.0,0.2,0,0.8,0.0,0.0,5.062429792429792,4.2,4.7,0.8,0.6,0.2,3.2,0.6,0.6,0.0,0.4,0,0.0,0.0,0.6,4.4695238095238095,4.8
793586530593992710,0.0,0.6666666666666666,0.0,0.3333333333333333,1.0,0.6666666666666666,0.0,3.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,2.6666666666666665,0,0.3333333333333333,0.0,0.3333333333333333,3.0,4.0,7.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,4.333333333333333,4.333333333333333,1.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0,0.3333333333333333,0.0,0.0,4.587344028520499,3.6666666666666665,4.166666666666667,4.0,0.6666666666666666,1.3333333333333333,4.666666666666667,1.0,0.0,0.6666666666666666,0.3333333333333333,0,0.0,0.0,1.0,4.58080808080808,9.666666666666666
943934464488550401,1.0,6.0,0.0,1.0,1.0,6.0,0.0,4.0,1.0,3.0,4.0,0.0,2.0,0.0,0,0.0,1.0,1.0,1.0,7.0,8.0,6.0,1.0,2.0,4.0,2.0,1.0,3.0,9.0,2.0,1.0,6.0,0,4.0,1.0,4.0,0.0,0.0,0.0,0,2.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,3.0,6.0,2.0,1.0,0.0,2.0,0,0.0,0.0,2.0,6.444444444444445,18.0
1007728560906358787,0.0,0.5,0.0,0.0,0.0,0.5,0.0,3.5,1.0,1.0,1.0,1.0,2.0,1.5,0,0.0,0.0,0.0,2.0,2.5,4.5,0.5,0.0,0.0,0.5,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.5,3.0,8.30952380952381,14.0,5.5,2.5,2.5,1.0,2.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.516666666666667,8.0
1073902588196720640,0.3333333333333333,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.0,0,0.0,0.6666666666666666,0.0,0.6666666666666666,1.6666666666666667,2.3333333333333335,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,1.3333333333333333,0.0,0.0,0.6666666666666666,0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.861111111111111,2.3333333333333335,4.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0,0.0,0.0,0.3333333333333333,4.555555555555555,3.6666666666666665
1254359068967387141,1.0,1.0,1.0,0.5,0.25,2.75,0.0,4.25,2.75,1.25,3.75,0.5,2.75,0.25,0,1.0,0.0,0.25,4.25,3.25,7.5,2.75,0.5,1.25,1.5,4.75,4.25,3.25,1.75,0.0,0.25,0.5,0,1.0,0.5,0.25,0.0,0.0,0.0,0,0.0,0.0,0.0,5.819404761904762,3.25,5.0,0.75,0.5,3.75,2.25,1.0,0.75,0.0,0.75,0,0.0,0.0,1.0,5.240625,9.5
1293646096598806529,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.5,0.5,1.0,0.0,1.0,0.0,0,0.0,0.0,0.0,2.0,1.5,3.5,1.0,0.0,0.5,0.5,2.5,2.5,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.5,6.606060606060606,5.0,6.0,1.5,1.0,0.5,1.5,0.5,0.5,0.0,0.5,0,0.0,0.0,0.5,4.583333333333334,5.0
1337140587498237957,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,2.0,2.0,0.0,1.3333333333333333,0.6666666666666666,1.0,0.0,0,0.3333333333333333,0.3333333333333333,0.0,2.0,1.6666666666666667,3.6666666666666665,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.3333333333333333,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666666,0.0,0.6666666666666666,7.3066666666666675,4.333333333333333,7.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,5.805555555555556,7.0
